问题,答案
问题:第三工区由多少台机床完成挺杆孔等加工工序？,答案:第三工区由14台机床（C21~C34）完成挺杆孔、斜油道孔、缸盖接合面孔、半精镂缸孔和配电盘孔、侧面；由道孔以及切除工艺凸台等加工工序。
问题:第四工区使用了多少台机床完成各面孔的倒角工序？,答案:第四工区在单线的5台机床（C35~C39）上完成各面孔的倒角工序。
问题:双支线的6台机床完成了什么加工工序？,答案:双支线的6台机床（C40~C45）上完成各面上的攻丝工序。
问题:气缸体在自动线经过哪些工区后完成曲轴轴承孔及凸轮轴孔的加工？,答案:气缸体在经过清洗设备后，被送到下一条自动线完成曲轴轴承孔及凸轮轴孔的加工。
问题:自动线四个工区间如何连接？,答案:自动线四个工区间用横向输送带连成一体。
问题:工件料库设在哪些工区之间？,答案:工件料库设在两个工区之间，是和横向输送带平行的。
问题:一、二工区间采用什么样的贮料库？,答案:一、二工区间采用卧式双排贮料库。
问题:二、三工区间采用什么样的贮料库？,答案:二、三工区间采用卧式三排的贮料库。
问题:三、四工区间采用什么样的贮料库？,答案:三、四工区间为单排贮料库。
问题:每个贮料库的容量分别是多少？,答案:一、二工区间卧式双排贮料库容量为自动线一个小时的生产率；二、三工区间卧式三排的贮料库容址为117个气缸体；三、四工区间单排贮料库容量为45个气缸体。
问题:设置了中间拧料库有什么好处？,答案:设置中间拧料库使自动线的各条支线能独立进行工作，减少了相互影响而出现的停车时间损失，扩大了自动线工作的灵活性。
问题:自动线采用了什么方法实现了两种规格V形气缸体的混合加工？,答案:自动线采用备用动力头或机床的方法实现了两种规格V形气缸体的混合加工的可能。
问题:图6-7所示为哪种类型的自动线布置图？,答案:图6-7所示为非通过式自动线的布置图。
问题:什么情况下可以使用抬起式输送带实现工件的运送？,答案:当在直接输送的组合机床自动线上加工有色金属工件时，为了避免工件在滑道上移动而划伤和磨损定位犁面，可以采用抬起式输送带实现工件的运送。
问题:抬起输送带的运送办法有什么优点？,答案:采用抬起输送带的运送办法，有时可以将那些没有良好输送基面的或输送基面不够稳定的工件，按直接输送的方案组成自动线进行加工，这样可以不用随行夹具，简化自动线的结构。
问题:加工铝质气缸体自动线的抬起输送装置是如何实现工件的输送的？,答案:气缸体放在输送带的两个刚性挡块之间，由输送带的传动装置驱动，实现步伐式输送。输送前油缸推动拉杆，在斜块的作用下，使支承滚转动，而将输送带抬起。输送带用支架和传动装置相连，其特点是保证输送带可上下移动一个距离（约为20毫米）。
问题:如何保证抬起输送带的上下移动？,答案:输送带用支架和传动装置相连，其特点是保证输送带可上下移动一个距离。
问题:什么部件推动齿条6以抬起输送带3？,答案:输送前油缸5推动齿条6以抬起输送带3。
问题:输送带3抬起多少毫米？,答案:输送带3抬起210毫米。
问题:传动装置4的作用是什么？,答案:传动装置4带动输送带3移动。
问题:间接输送的组合机床自动线常用于加工哪种形状的工件？,答案:间接输送的组合机床自动线常用于加工形状复杂且无良好输送基面的工件或有色金属工件。
问题:随行夹具的优点是什么？,答案:随行夹具的优点包括提高了自动线的灵活性、方便实现多品种加工、简化了机床夹具结构、提高了自动线的敞开性以及较方便地实现定位基面的清理和清洗工作。
问题:随行夹具的缺点是什么？,答案:随行夹具的缺点包括需要在各工位上精确定位、增加了夹具制造调整的困难、降低了加工精度、增加了自动线的制造成本和占地面积以及分区、分段和分支线设置困难。
问题:随行夹具的返回方式有哪些？,答案:随行夹具的返回方式包括水平返回、上方返回、下方返回、复合式（斜上方或斜下方）返回以及封闭柜形等几种。
问题:-10) 由哪些部件组成，返回输送带通常采用什么结构？,答案:-10) 一般由三个传动装置和三条返回输送带组成，返回输送带大多采用链条结构。
问题:随行夹具在返回输送带上是如何变换方向的？,答案:在随行夹具水平返回的自动线上，随行夹具在返回输送带上是不变换方向的。
问题:采用转位装置的目的是什么，如何恢复随行夹具的原始位置？,答案:在随行夹具水平返回的自动线上，采用转位装置可以完成工件的更多面上工序的加工。要恢复随行夹具的原始位置，应在自动线的末端或首端也设有转位设备。
问题:工件在自动线加工中需要重新安装时，应如何处理？,答案:如果工件在自动线加工中需要重新安装，以便暴露其他待加工的表面，这时就要将自动线分为几个工段，各工段的随行夹具都要有自己独立的返回输送带。
问题:如何简化自动线的结构？,答案:在带有单个水平转位装置的自动线上，可不必设置用于使随行夹具复原的转位设备。随行夹具的返回系统可采用统一的链条输送带，这就简化了自动线的结构。
问题:随行夹具返回方式的基本优点是什么？,答案:随行夹具返回方式的基本优点是比水平返回方案能节省占地面积，由于采用空中倾斜滚道使随行夹具靠自重滑回，可使随行夹具返回系统的结构大为简化。
问题:随行夹具返回方式存在哪些缺点？,答案:随行夹具返回方式存在一些缺点，主要是在自动线有立式机床时不宜采用，不然其高度太大，受到车间厂房高度的限制，而且返回滚道受到车间厂房高度的限制。
问题:随行夹具垂直下方返回的自动线配置方案有哪些优点？,答案:随行夹具垂直下方返回的自动线配置方案与水平返回方案相比能减少占地面积，与垂直上方返回相比，自动线的敞开性好，便于调整维护，而且外观整齐。
问题:随行夹具垂直下方返回的自动线配置方案存在哪些缺点？,答案:随行夹具垂直下方返回的自动线配置方案只适用于随行夹具和工件外形尺寸较小的情况，否则会严重削弱机床中间底座，以及影响切屑和冷却液的收集、排除及运送，另外，随行夹具通过中间底座的穴道是封闭的，造成清理、检修和维护的不便和困难。
问题:复合式返回方案在什么情况下选用？,答案:复合式返回方案是在单纯采用水平返回或垂直上方或下方返回受到条件限制时选用的，如车间面积、排屑要求或有立式机床等。
问题:为什么复合式返回方案不应优先选用？,答案:复合式返回方案结构比较复杂，只要能采用前述三种方案时，就不应选用这种返回方式。
问题:什么是复合式返回的两种情况？,答案:复合式返回基本上有二种情况：一种是从斜上方返回，空中返回滚道设在立式或倾斜式机床之后，但不超出自动线的总占地面积。随行夹具沿斜面上升舟般是用链条拖动小车的方法。这种方案可用千外形尺寸大的随行夹具和工件。另一种是斜下方返回，又可有左右两种形式，随行夹具的返回滚道是设在卧式床身的尾部。这种布置返回输送设备的敞开性较好，也不多占生产面积。但它只适用千外形尺寸较小的随行夹具和工件。
问题:封闭框形随行夹具自动线的平面图是什么样的？,答案:图 6-17 所示是封闭框形随行夹具自动线的平面图。这里随行夹具返回过程也是加工过程，返回输送带也就是工件的主输送带。这是一种很好的配置方案。但受到工件加工工艺及部件流向要求等条件的限制。
问题:图 6-17a) 所示方案有什么特点？,答案:图 6-17a) 所示方案，在工件前进和返回的两组输送带的两侧都布置动力头，缩短了自动线的长度，但增大了自动线的宽度，总的占地面积不一定能减少，有时会受到车间面积的限制。
问题:图 6-17b) 所示方案有什么特点？,答案:图 6-17b) 所示为在两组输送带的单面配置动力头的方案，工件前进时完成一面工序的加工，而在工件返回时，完成另一面上工序的加工。如果能够满足工件加工工艺及精度的要求，这种配置方案缩短了自动线的长度，而且自动线的宽度增加也不大，这是比较理想的一种型式。
问题:什么是框形随行夹具自动线，它有什么特点？,答案:框形随行夹具自动线是一种在加工时采用带中央立柱的框形随行夹具的自动线。它可以完成三个面上工序的加工，只需要工件在装卸工位安装，然后随行夹具带工件绕自动线一阁。
问题:什么是悬挂输送式自动线，它有什么应用场景？,答案:悬挂输送式自动线是一种在机床的上空，用机械手把工件从一个加工工位提起，在空中由水平轴送机构将工件移动一个步距，再下降到下一工位的夹具上的输送方案。它可以用于加工外形复杂、尺寸大而无合适输送基面的工件，如曲轴、后桥壳等。在某些情况下，采用空中悬挂输送方式也有利于保证加工精度。
