问题,答案
问题:U/Ue系列伺服驱动系统用于进给驱动的伺服驱动模块有哪两种结构型式？,答案:U/Ue系列伺服驱动系统用于进给驱动的伺服驱动模块有单轴与双轴两种结构型式。
问题:U/Ue系列伺服驱动器内部带有哪种类型的存储器？,答案:U/Ue系列伺服驱动器内部带有FEPROMnon-volatile data memory，非易失可擦写存储器。
问题:U/Ue系列伺服驱动器的调整和动态优化可以在哪个环境下进行？,答案:U/Ue系列伺服驱动器的调整和动态优化可以在4INDO4S环境下，通过Simo ComU软件自动进行。
问题:驱动器由哪些部分组成？,答案:驱动器由整流电抗器或伺服变压器、电源模块NE module、功率模块Power module、611 控制模块等组成。
问题:轴驱动单元由哪些部分组成？,答案:轴驱动单元由电源模块、功率模块、611 控制模块、PROFIBUS DP 总线接口模块组成。
问题:驱动器单元间如何连接？,答案:各驱动器单元间共用 611 直流母线与控制总线，并通过 PROFIBUSDP 总线与 SIEMENS 802D / 810D / 840D 系统相连接。
问题:U / Ue 数字式交流伺服驱动器的状态显示包括哪些部分？,答案:U / Ue 数字式交流伺服驱动器的状态显示包括电源模块的状态显示和标准进给驱动模块的状态显示。
问题:电源模块的状态显示如何进行？,答案:电源模块的状态显示通过 6 个状态指示灯LED进行，它们位于电源模块UE 或 I/R上，每个指示灯代表不同的状态。
问题:标准进给驱动模块的状态显示如何进行？,答案:标准进给驱动模块的状态显示通过驱动控制板上的 6 只数码管进行，可以详细显示驱动器的状态与报警号。
问题:只数码管显示的基本作用是什么？,答案:只数码管显示的基本作用如下：
问题:只数码管无任何显示的可能原因有哪些？,答案:只数码管无任何显示，可能的原因如下：
问题:只数码管显示“—————————”的可能原因有哪些？,答案:只数码管显示“—————————”，可能的原因如下：
问题:驱动器“使能”后，电动机立即开始高速旋转的可能原因是什么？,答案:驱动器“使能”后，电动机立即开始高速旋转，可能的原因如下：
问题:什么是开环转矩控制方式？,答案:开环转矩控制方式是控制电动机的一种方式。
问题:编码器不良会导致什么问题？,答案:编码器不良可能导致电动机转速太低或者电动机出现短时旋转。
问题:驱动器“使能”后，电动机即开始旋转，可能的原因有哪些？,答案:驱动器参数设定错误、数控系统参数设定错误可能导致驱动器“使能”后电动机即开始旋转。
问题:电动机转速太低，可能的原因有哪些？,答案:编码器脉冲数设定错误、电动机相序错误、轴控制模块故障可能导致电动机转速太低。
问题:驱动器“使能”后，电动机出现短时旋转，可能的原因有哪些？,答案:电源模块不良、电动机编码器连接错误、编码器不良可能导致驱动器“使能”后电动机出现短时旋转。
问题:U/Ue数字式交流伺服驱动器的初始化如何进行？,答案:U/Ue数字式交流伺服驱动器的初始化可以直接使用SimoComU软件进行设定与优化。
问题:如何初始化驱动器设定，以 802D 系统为例？,答案:初始化驱动器设定的操作步骤如下：
问题:表 5 – 26 中的 611U 模块有哪些类型？,答案:U 模块有第一单轴模块、第二单轴模块、第三单轴模块、第四单轴模块和第一双轴模块、第二双轴模块等类型。
问题:U 模块的 PROFIBUS 地址表是什么？,答案:U 模块的 PROFIBUS 地址表包括各个模块的地址，例如第一单轴模块的地址为 10，第二单轴模块的地址为 11，第三单轴模块的地址为 20，第四单轴模块的地址为 21，第一双轴模块的地址为 12，第二双轴模块的地址为 13。
问题:在调试 611UE 时，如何表示总线数据已经进行通信？,答案:在调试 611UE 时，总线数据已经进行通信的状态显示为“A0831”，表示总线接口模块上的绿灯亮。
问题:如何使电源模块进入正常工作状态？,答案:要使电源模块进入正常工作状态，需要将电源模块的端子 48、63、64 分别与端子 9 接通，电源模块的黄灯亮，表示电源模块已使能。
问题:在设定 611U 模块时应注意什么？,答案:在设定 611U 模块时应注意 RS – 232 通信电缆不可以进行带电插、拔，因为这样有可能损坏通信接口。
问题:什么是“总线配置”、“驱动器模块定位”和“位置控制使能”三组参数调试？,答案:“总线配置”、“驱动器模块定位”和“位置控制使能”是 CNC 侧需要调试的三组参数，只有调试完毕后，电源模块的“就绪”信号才能闭合。
问题:在完成驱动器的设定后，还需要进行什么操作？,答案:在完成驱动器的设定后，还需要进行驱动器的动态调整参数优化。
问题:U / Ue 的驱动器的速度环动态特性优化可以通过什么软件自动进行？,答案:U / Ue 的驱动器的速度环动态特性优化可以通过 SimoComU 软件自动进行。
问题:如何操作驱动器速度环动态特性优化？,答案:利用“驱动器调试电缆”联接调试计算机与 611UE 的 X471 接口。
问题:什么是光栅的前置放大器 EXE 的功能？,答案:光栅的前置放大器 EXE 的功能是将光栅尺输出的三路微弱正弦信号进行放大、整形、细分、驱动，形成标准 TTL或 HTL电平信号输出。
问题:在优化过程中，电动机正转和反转时带制动电动机的制动器应如何设置？,答案:在优化过程中，电动机正转和反转时，带制动电动机的制动器应松开。
问题:电流环测试时电动机和带制动电动机的制动器应如何设置？,答案:电流环测试时，电动机应静止，带制动电动机的制动器应夹紧。
问题:当执行完“b”后，SimoComU 会出现什么提示？,答案:当执行完“b”后，SimoComU 会出现提示：“电流环优化，垂直轴的电动机制动器一定要夹紧，以防止坐标轴下滑”。
问题:在驱动器无硬件故障时，经过以上调整后可以进行什么操作？,答案:在驱动器无硬件故障时，经过以上调整后可以进行正常工作。
问题:HEIDENHAIN公司生产的EXE有哪些种类，它们的基本原理是否相同？,答案:HEIDENHAIN公司生产的EXE有很多种，但它们的基本原理相同。
问题:EXE电路可以分为哪两大部分？,答案:整个EXE电路可分为基本电路和细分电路两大部分。
问题:基本电路包含哪些组件，并且如何制作？,答案:基本电路内含通道放大器CHO-CH2、整形电路COMO-COM2、驱动和报警电路等，制成一块印制电路板。
问题:细分电路作为可选功能如何制作？,答案:细分电路作为一种可选功能单独制成一块电路板。
问题:如何连接基本电路板和细分电路板？,答案:两板之间通过连接器J3连接。
问题:如何选择是否使用细分功能？,答案:若光栅尺本身的分辨率能够满足检测精度要求，就不必选择细分功能。此时只要将连接器J3脱开，把基本电路板上的DIP3-4和DIP5-6置于ON，DIP7-8置于OFF即可。如设备对检测精度要求较高时，就必须选择细分电路。
问题:参考点信号ie0经过什么样的处理后送到逻辑门电路？,答案:参考点信号ie0经过放大、整形后送到逻辑门电路。
问题:细分电路的信号与什么信号组合形成方波参考脉冲Ua0？,答案:细分电路的信号与Ua1、Ua2两路方波信号前后沿精确对应，形成方波参考脉冲Ua0。
问题:通道放大器CHO~CH2由什么组成？,答案:通道放大器CHO~CH2由TCA520B运算放大器组成。
问题:L11、L12和C11、C12起到什么作用？,答案:L11、L12和C11、C12是滤波网络，用于提高抗干扰能力。
问题:C11和C12还起到什么作用？,答案:C11和C12兼差动输入分压电容。
问题:R11和C13起到什么作用？,答案:R11和C13是负反馈网络。
问题:如何产生基准2.5V电压？,答案:基准2.5V电压通过电阻R21和R22分压，产生基准2.5V电压。
问题:基准2.5V电压送至哪里？,答案:基准2.5V电压送至各运算放大器的同相输入端。
问题:在无输入信号时，各运算放大器的输出是什么？,答案:在无输入信号时，各运算放大器的输出均为2.5V。
问题:什么是 HEIDENHAIN 测量系统中使用的光敏元件？,答案:HEIDENHAIN 测量系统中使用的光敏元件是光电池。
问题:光栅部分在 HEIDENHAIN 测量系统中输出什么类型的信号？,答案:光栅部分在 HEIDENHAIN 测量系统中输出正弦波电流信号。
问题:光栅部分在 HEIDENHAIN 测量系统中输出的信号的幅值范围是多少？,答案:光栅部分在 HEIDENHAIN 测量系统中输出的信号的幅值在 7?A 和 14?A 之间。
问题:光栅部分在 HEIDENHAIN 测量系统中输出的信号经过放大后的幅值范围是多少？,答案:光栅部分在 HEIDENHAIN 测量系统中输出的信号经过放大后的幅值在 0.9V 至 1.8V 之间。
问题:LM339 集成电压比较器在 HEIDENHAIN 测量系统中起到什么作用？,答案:LM339 集成电压比较器在 HEIDENHAIN 测量系统中起到整形电路的作用。
问题:什么是输入到 HEIDENHAIN 测量系统中的三路正弦信号？,答案:输入到 HEIDENHAIN 测量系统中的三路正弦信号是 ie0、ie1 和 ie2。
