questions,answers
调试开关量控制时应注意哪些方面？,   答：首先要确认每一路开关量输入与输出信号的接口、连线直至执行电器是否正常。在线路连接完毕后，进可实时显示出外部开关量输入的状态，手动使开关量输入一一有效，然后可一一置OUTPUT中开关量输出有效，观察外部相应动作是否执行，从而检查输出通道是否正常。
数控系统在数控机床中扮演什么角色？,   答：数控系统是数控机床的核心。
数控系统有哪些规格和性能指标？,   答：国内外有很多规格不同、性能指标各异的数控系统。
数控机床如何配置不同的数控系统？,   答：根据功能和性能要求，配置不同的数控系统。
华中I型数控系统采用了什么硬件和软件平台？,华中I型数控系统采用了以工业PC机为硬件平台，DOS、Windows及其丰富的支持软件为软件平台的技术路线。
华中I型数控系统具有哪些优点？,华中I型数控系统具有质量好、性能价格比高、新产品开发周期短、系统维护方便、系统更新换代和升级快、系统配套能力强、系统开放性好、便于用户二次开发和集成等许多优点。
华中I型数控系统在哪些方面按国际通用的数控系统设计？,华中I型数控系统在其操作界面、操作习惯和编程语言上按国际通用的数控系统设计。
华中I型数控系统是否可以运行国外系统的G代码数控程序？,国外系统所运行的G代码数控程序，基本不需修改，可在华中I型数控系统上使用。
华中I型数控系统采用什么用户界面，提供什么功能？,华中I型数控系统采用汉字用户界面，提供完善的在线帮助功能，便于用户学习和使用。
华中I型数控系统具有哪些高级功能？,华中I型数控系统提供类似高级语言的宏程序功能，具有三维仿真校验和加工过程图形动态跟踪功能，图形显示形象直观。]
华中I型数控系统与SIEMENS和FANUC的普及型数控系统相比有哪些优势？,华中I型数控系统在功能上与SIEMENS和FANUC的普及型数控系统相当，但价格更低，维护和更新换代更加方便。华中I型数控系统贯彻了PC-NC的技术路线，以PC+软件完成全部的NC功能，因此以国外低档数控系统的价格实现了国外高档系统的功能，具有优良的性能价格比。
华中I型数控系统的硬件界面如何？,华中I型数控系统的硬件界面针对系统不同情况而不同。例如，系统的位置单元接口可根据使用伺服单元的不同而有不同的具体实现方法：当伺服单元为数字式时，位置单元接口采用标准RS-232串行接口；当伺服单元为模拟式交流伺服时，位置单元接口采用位置环板。
华中I型数控系统的控制软件任务是什么？,华中I型数控系统的控制软件任务是构成一个具有实时多任务控制的数控软件平台，提供一个方便用户的二次开发环境，以便用户（包括系统生产厂）在此平台的基础上进行修改、增删，灵活配置派生出不同的CNC控制装置。
华中I型数控系统的内置式PLC具有哪些特点？,华中I型数控系统的内置式PLC已集成在数控装置内，具有48路输入/输出点。华中数控PLC采用C语言编程，具有灵活、高效、使用方便等特点。
“世纪星”HNC-21M在数控铣床上的典型应用设计是什么？,“世纪星”HNC-21M在数控铣床上的典型应用设计为四坐标铣床，X、Y、Z为直线坐标轴，+A为旋转坐标轴（数控转台）；控制柜结构为强电控制柜+吊挂箱；主轴控制采用变频器，液压换挡，分高速、低速两挡。]
什么是HNC-21M数控装置，它有哪些功能？,HNC-21M数控装置采用开放式体系结构，内置嵌入式工业PC机，具有高性能32位中央处理器，配置7.5英寸彩色液晶显示屏和标准机床面板，集成进给轴接口、主轴接口、手持单元接口、内嵌式PLC接口、远程I/O板接口于一体。最大联动轴数为4轴，可选配各种类型的脉冲式、模拟式交流伺服驱动器或步进电机驱动器及HSV-11系列串行式伺服单元。具有直线、圆弧、螺旋线插补、固定循环、旋转、缩放、镜像、刀具补偿、宏程序等功能。
HNC-21M数控装置与其他装置、单元的总体框图是什么？,图5-58为HNC-21M数控装置与其他装置、单元的总体框图。XS40～XS43为4个串行伺服进给轴输出接口，控制X、Y、Z、A轴的伺服进给；XS9为主轴输出接口，控制交流变频调速主轴单元；XS10、XS11为开关量输入接口，接收操作按钮、机床检测等输入开关量信号；XS20为开关量输出接口，用以实现伺服检测、主轴换挡、冷却等的继电器控制；软驱单元提供3.5英寸软盘驱动器接口，RS-232接口、PC键盘接口，以太网接口；XS8为手持单元接口，连接华中数控的HFD-2001手持单元；XS6为远程扩展I/O接口。
铣床数控系统电气原理图的电源部分采用什么电压供电？,三相AC380V供电
图中的QF0～QF4和QF5～QF11是什么？,QF0～QF4为三相空气开关；QF5～QF11为单相空气开关
KM1～KM4的作用是什么？,分别控制伺服电源模块、主轴变频器、液压电机及冷却电机的电源
RC1～RC7是什么？,RC1～RC3为三相阻容吸收器（灭弧器）；RC4～RC7为单相阻容吸收器（灭弧器）
V1、V2、V3、VZ和YV1、YV2、YV3、YVZ是什么？,V1、V2、V3、VZ为续流二极管；YV1、YV2、YV3、YVZ为电磁阀和Z轴电机抱闸
控制电源通过什么提供？,控制电源通过控制变压器提供
控制电源提供了哪些电压？,输出AC 220V、AC 110V、两个AC24V，照明灯的AC24V电源和HNC—21的AC24V电源
总电源进线、变压器输入端等处的抗干扰磁环和高压瓷片电容是否在图中表示出来？,未在图中表示出来
什么是SQX-1和SQX-3？,SQX-1和SQX-3分别为X轴的正、负超程限位开关的常闭触点。
什么是SQY-1和SQY-3？,SQY-1和SQY-3分别为Y轴的正、负超程限位开关的常闭触点。
什么是SQZ-1和SQZ-3？,SQZ-1和SQZ-3分别为Z轴的正、负超程限位开关的常闭触点。
440代表什么？,440代表来自伺服电源模块与伺服驱动模块的故障联锁。
什么是100？,100代表图5-59中DC 24V 50W开关电源的地。
XS8插座中的130～139信号与XS11插座中各同名信号是什么关系？,XS8插座中的130～139信号与XS11插座中各同名信号均为并联关系。
手持单元使用哪些信号？,手持单元使用XS8插座中的130～139信号与XS11插座中各同名信号。
重新标号X和Y的作用是什么？,重新标号X和Y是为了与PLC状态显示相一致，在PLC编程中也更方便。
X0.0，X0.1，…，X1.2与10，11，…，110之间有什么对应关系？,X0.0，X0.1，…，X1.2与10，11，…，110相对应，即X0代表PLC输入第0个字节，X1代表PLC输入第1个字节，X1.3代表PLC输入第1个字节的第三位。
主轴换挡到位检测行程开关是什么？,主轴换挡到位检测行程开关是SQI和SQ2。
主轴报警、主轴速度到达、主轴零速信号来自哪里？,主轴报警、主轴速度到达、主轴零速信号来自主轴变频器。
图5-63是什么？,图5-63为典型铣床数控系统主轴单元电气原理图。
什么是主轴启停控制，如何通过PLC实现？,主轴启停控制是指控制主轴装置的正、反转及停止。通过PLC的Y1.0、Y1.1输出即可控制主轴装置的正、反转及停止。一般定义接通有效，这样当Y1.0接通时可控制主轴装置正转，Y1.1接通时，主轴装置反转，二者都不接通时，主轴装置停止旋转。
