questions,answers
PROGRAMMING区域的主要功能是什么？,PROGRAMMING区域主要用于实现工件程序的编辑。
SIN840C上工件程序编辑有哪两种方式？,SIN840C上工件程序编辑有两种方式：一是在NCK存储区中编辑，另一种是在MMC的硬盘上编辑。
工件程序在哪个目录下管理？,工件程序按PC机的目录方式管理，一般存在USER／LOCAL目录之下。
如何选择目录？,目录的选择是用PC全键盘上的方向键和输入键来进行。
编辑的工件程序如何用于加工？,编辑的工件程序不能立即用于加工，必须用LOAD指令加载到NCK—RAM区之后，才能选择用于加工。
SERVICES区域的主要功能是什么？,SERVICES区域主要为用户提供输入／输出数据的方法，以提供对硬盘上的文件的管理手段，在进行系统维修时涉及这一区域的操作。
DIAGNOSIS区域的主要功能是什么？,DIAGNOSIS区域主要用于机床的调整及服务。在该区域中，有机床的报警显示、机床操作过程中错误的记录、NC系统诊断、PLC系统诊断、系统配置文件的编辑，以及NC、PLC的机床数据等。在机床需要进行调试、维修时，大部分的工作都是在该区域进行的。
SIN840C的机床数据在哪个版本之后采用交互式显示方式？,SIN840C的机床数据在软件版本3之后采用交互式显示方式。
SIN840C的机床数据显示有何特点？,机床数据是用表格及文本说明方式来显示的，不再按数据号的方式来排列，而是按数据的功能来分类。大部分的数据显示是按MDNO、数据的功能或作用、数据的值、结构方式来显示的。
SINUMERIK840C的维修系统提供了哪些辅助手段？,SINUMERIK840C的维修系统本身提供了几种辅助手段，包括报警显示、错误记录、NC系统诊断、PLC系统诊断、系统配置文件的编辑、NC、PLC的机床数据等。
在系统出现故障时，操作者（维修人员）一般要先查看报警显示。在DIAGNOSIS区域的基本显示中，显示的是系统的当前报警信息，报警信息分为哪两类？,Alarm和Message。
Alarm报警和Message报警的区别是什么？,Alarm报警一般是比较严重的警报，需要操作者进行处理，而Message报警则只是提示操作者机床加工中的一些信息，一般不需做进一步的处理。
在SIN840C系统中，报警可以设计成什么方式显示？,在SIN840C系统中，报警也可以设计成对话框显示。
在DIAGNOSIS／Service区域中，有两个报警记录文件是什么？,在DIAGNOSIS／Service区域中，有两个报警记录文件：Log1和Log2。
报警记录文件Log1和Log2有什么作用？,Log1和Log2用于记录系统运行过程中所有出现的报警，每条报警都记录有报警的出现时间、终止时间，对于维修人员特别有帮助。
在哪个区域和目录下，可以修改Log1和Log2文件的大小？,在DIAGNOSIS／Start—up／PCdata区域中，Master control目录下的KONFIG文中，有两条记录可以修改这两个文件的大小。
什么是SIN840C系统中常见的故障？,在SIN840C系统中，常见的故障是43号报警：PLC运行失败（停机）。
当出现43号报警时，PLC处于什么状态，机床会怎样？,当出现43号报警时，PLC处于停机状态，机床所有的动作都不能执行。
在西门子SIN800系列其他系统中，若出现PLC停机时，如何诊断故障原因？,在西门子SIN800系列其他系统中，若出现PLC停机时，系统上没有检测手段，必须接上编程器，才可能从PLC上诊断出故障原因。
在SIN840C中，如何使用诊断方法来判断PLC停机的原因？,在SIN840C中，系统提供了一种辅助手段，用于出现43号报警时的诊断。在DLAGNOSIS/Service/PLC service区域中，提供有5个错误代码。在PLC工作正常时，这5个错误代码全部为0。在PLC出现43号报警时，这5个错误代码之中会出现相应的出错号。其中第一个错误代码是表明出错的主要原因，其余4个代码提供的是出错的具体原因。
在PLC出现43号报警时，如何利用错误代码判断原因？,在PLC出现43号报警时，根据错误代码来判断原因。第一个错误代码是表明出错的主要原因，其余4个代码提供的是出错的具体原因。有的错误只有第一个错误代码有内容，需要判断这个错误代码来确定原因。有的错误在其余4个错误代码之中也有内容，需要在查知主要原因后，还要具体判断出错的位置。
SIN840C系统中有多少个CPU？,SIN840C系统中有3个CPU：MMC-CPU、NCK-CPU、PLC-CPU。
如何在SINS40C中备份机床数据？,在SINS40C中，可以在DIAGNOSIS／Stant p Machine Data File function区域中使用Save to disk软键备份机床数据。屏幕上会提示输入新的文件名，然后按OK软键即可将机床数据存入所命名的文件中。
如何重新加载机床数据？,可以在DIAGNOSIS／Stant p Machine Data File function区域中使用Load from disk软键重新加载机床数据，也可以通过数据输入／输出存到磁盘上。
如何存储和加载设定数据？,在SERVICES／NC区域中使用Save NC或Load NC软键来存储或加载设定数据。
在哪里存储PLC程序？,PLC程序在MMC硬盘上以机器码的方式存储，存储的位置在SERVICES／Datamanagement区域中的PLC／Data／ANW.PROG文件中。
如何存储和加载PLC程序？,在General reset画面中使用Save PLC软键将当前PLC-CPU内存中的所有程序存到硬盘上的ANW-PROG文件中，而PLC reset软键则隐含地将ANW-PROG文件加载到PLC-CPU内存中。
机床制造商在完成机床设计后应如何备份数据？,机床制造商在完成机床设计后应将上述数据备份到硬盘之上，同时给最终用户留下一张存有所有数据的软盘，以备用户在维修时使用。
用户在接收机床后应如何备份数据？,用户在接收机床后如果有条件，也应将上述数据备份，以防万一。此外，西门子还为SIN840C提供了一种硬盘备份功能——磁带机（Streamer），可以将硬盘上的所有数据（包括DOS系统）备份到磁带上。
在MMC-CPU板出故障，更换新的MMC-CPU板的情况下，如何恢复原先版本的系统软件？,如果机床有特殊功能，且用户想恢复原先版本的系统软件，这时只能用原先备份的磁带来恢复机床操作。
SIN840C的数据输入/输出通信口在哪个位置？,SIN840C的数据输入/输出通信口在MMC-CPU板的串口1上。
数据输入/输出时要注意什么？,在进行数据输入/输出时要注意，MMC-CPU板上还有一接口用于接磁带机。两个接口都是25针插座。注意不要将电缆接错，否则会烧坏CPU板。CPU板上的接口是用黄色标注的。
SIN840C的数据输入/输出与SIN800系列的数据输入/输出有何区别？,首先，在数据的输入/输出方法上有一些区别。SIN840C的通信口格式的初始化是用文件来进行的。通信口格式文件是在DIAGNOSIS/Device区域中，由SIEMENS提供的标准格式有3种（3个文件）：STANDARD，WS800A、FLOPPY。这些标准文件是在该区域屏幕显示的上面窗口中。如果想用这些文件，则应先将它们从上面的窗口中复制到下面的用户窗口中。
如何在SIN840C系统中正确传输数据？,在传送PC格式的数据时，要用PCIN软件中的SIN840C菜单下的PC格式输入/输出指令。
在机床调试完或验收后，如何使用该软件备份NC机床数据等信息？,在机床调试完或验收后，要用该软件将系统的NC机床数据（TEAI）、PLC机床数据（TEA2）、设定数据（SEA）、刀具偏置（TOA）、零点偏置（ZOA）、工件程序（MPF、SPF）、报警特性（MELDATTR）、报警文本（MELDTEXT）、PLC程序（ANW-PROG）输出到软盘上，做一备份。
SINUMERIK840C系统维修的基础方法是什么？,以上所述方法只是SINUMERIK840C系统维修的一些基础。用户在使用SIN840C时，还要多熟悉系统，多积累经验。
D数控系统在数控机床上应用的典型配置包括哪些部分？,D数控系统在数控机床上应用的典型配置包括NC模块、电源模块、驱动模块、伺服电动机、PLC模块和MMC模块。
